Fecha,Semana,Patron,Polar,Categoria_polar,Ecuatorial,Categoria_ecuatorial,Peso,Categoria_peso
13/01/2022,2,Antillano,7.25,Bajo,5.25,Bajo,103.26,Bajo
13/01/2022,2,Antillano,6.85,Bajo,5.22,Bajo,95.69,Bajo
13/01/2022,2,Antillano,7.8,Medio,5.75,Medio,131.64,Medio
13/01/2022,2,Antillano,7.72,Medio,5.7,Medio,128.11,Medio
13/01/2022,2,Antillano,6.25,Bajo,5.2,Bajo,86.94,Bajo
13/01/2022,2,Antillano,7.2,Bajo,5.4,Bajo,107.54,Bajo
13/01/2022,2,Antillano,6.18,Bajo,4.8,Bajo,73.41,Bajo
13/01/2022,2,Antillano,6.18,Bajo,4.98,Bajo,79.42,Bajo
13/01/2022,2,Antillano,7.4,Bajo,5.3,Bajo,107.54,Bajo
13/01/2022,2,Antillano,6.95,Bajo,5.3,Bajo,99.92,Bajo
13/01/2022,2,Antillano,6.55,Bajo,5.25,Bajo,93.15,Bajo
13/01/2022,2,Antillano,6.9,Bajo,5.6,Medio,110.83,Bajo
13/01/2022,2,Antillano,7.23,Bajo,5.42,Bajo,108.75,Bajo
13/01/2022,2,Antillano,7.62,Medio,6,Medio,138.07,Medio
13/01/2022,2,Antillano,6.7,Bajo,5.12,Bajo,90.18,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.85,Medio,116.25,Bajo
13/01/2022,2,Antillano,6,Bajo,5.32,Bajo,86.79,Bajo
13/01/2022,2,Antillano,6.2,Bajo,5.38,Bajo,91.73,Bajo
13/01/2022,2,Antillano,7.7,Medio,6.3,Medio,154.69,Medio
13/01/2022,2,Antillano,5.7,Bajo,4.4,Bajo,57.44,Bajo
13/01/2022,2,Antillano,5.85,Bajo,4.75,Bajo,68.64,Bajo
13/01/2022,2,Antillano,5.65,Bajo,4.52,Bajo,59.65,Bajo
13/01/2022,2,Antillano,6.1,Bajo,4.7,Bajo,69.70,Bajo
13/01/2022,2,Antillano,7.6,Medio,5.6,Medio,121.99,Bajo
13/01/2022,2,Antillano,7.7,Medio,5.45,Bajo,118.26,Bajo
13/01/2022,2,Antillano,7.4,Bajo,5.4,Bajo,111.04,Bajo
13/01/2022,2,Antillano,6.45,Bajo,5,Bajo,82.82,Bajo
13/01/2022,2,Antillano,9.05,Medio,6.11,Medio,167.54,Medio
13/01/2022,2,Antillano,5.65,Bajo,4.35,Bajo,55.74,Bajo
13/01/2022,2,Antillano,7.35,Bajo,5.6,Medio,117.35,Bajo
13/01/2022,2,Antillano,7.5,Medio,5.7,Medio,123.88,Bajo
13/01/2022,2,Antillano,7.38,Bajo,5.8,Medio,125.41,Bajo
13/01/2022,2,Antillano,6.65,Bajo,4.9,Bajo,82.82,Bajo
13/01/2022,2,Antillano,5.65,Bajo,4.3,Bajo,54.62,Bajo
13/01/2022,2,Antillano,9.7,Alto,6.3,Medio,191.87,Medio
13/01/2022,2,Antillano,8.6,Medio,6.2,Medio,168.15,Medio
13/01/2022,2,Antillano,9.21,Medio,6.2,Medio,175.33,Medio
13/01/2022,2,Antillano,8.62,Medio,6,Medio,153.27,Medio
13/01/2022,2,Antillano,5.2,Bajo,4.2,Bajo,48.28,Bajo
13/01/2022,2,Antillano,6.15,Bajo,4.8,Bajo,73.01,Bajo
13/01/2022,2,Antillano,5.4,Bajo,4.35,Bajo,53.62,Bajo
13/01/2022,2,Antillano,6.18,Bajo,5.15,Bajo,84.38,Bajo
13/01/2022,2,Antillano,6.2,Bajo,4.61,Bajo,68.66,Bajo
13/01/2022,2,Antillano,5.8,Bajo,4.7,Bajo,66.71,Bajo
13/01/2022,2,Antillano,6.75,Bajo,5.05,Bajo,88.80,Bajo
13/01/2022,2,Antillano,8,Medio,5.8,Medio,137.66,Medio
13/01/2022,2,Antillano,7.61,Medio,5.65,Medio,124.07,Bajo
13/01/2022,2,Antillano,8.15,Medio,5.95,Medio,147.03,Medio
13/01/2022,2,Antillano,6.2,Bajo,5,Bajo,80.28,Bajo
13/01/2022,2,Antillano,6.2,Bajo,5.1,Bajo,83.20,Bajo
13/01/2022,2,Antillano,5.75,Bajo,4.4,Bajo,58.02,Bajo
13/01/2022,2,Antillano,6.3,Bajo,4.95,Bajo,79.22,Bajo
13/01/2022,2,Antillano,5.75,Bajo,4.8,Bajo,68.64,Bajo
13/01/2022,2,Antillano,7.52,Medio,5.25,Bajo,104.13,Bajo
13/01/2022,2,Antillano,7.65,Medio,5.75,Medio,128.69,Medio
13/01/2022,2,Antillano,7.1,Bajo,5.05,Bajo,94.25,Bajo
13/01/2022,2,Antillano,7.05,Bajo,5,Bajo,91.89,Bajo
13/01/2022,2,Antillano,6.8,Bajo,5.1,Bajo,91.11,Bajo
13/01/2022,2,Antillano,7,Bajo,5.5,Medio,107.54,Bajo
13/01/2022,2,Antillano,6.96,Bajo,5.5,Medio,106.85,Bajo
13/01/2022,2,Antillano,7.31,Bajo,5.5,Medio,113.00,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.15,Bajo,91.11,Bajo
13/01/2022,2,Antillano,7.4,Bajo,5.55,Medio,116.43,Bajo
13/01/2022,2,Antillano,6.38,Bajo,5.15,Bajo,87.39,Bajo
13/01/2022,2,Antillano,7.25,Bajo,5.3,Bajo,104.96,Bajo
13/01/2022,2,Antillano,7.15,Bajo,5.2,Bajo,99.92,Bajo
13/01/2022,2,Antillano,6.95,Bajo,5.2,Bajo,96.66,Bajo
13/01/2022,2,Antillano,6.65,Bajo,4.9,Bajo,82.82,Bajo
13/01/2022,2,Antillano,7.35,Bajo,5.7,Medio,121.05,Bajo
13/01/2022,2,Antillano,7.9,Medio,5.85,Medio,137.66,Medio
13/01/2022,2,Antillano,7.8,Medio,6.05,Medio,143.86,Medio
13/01/2022,2,Antillano,7.25,Bajo,5.5,Medio,111.93,Bajo
13/01/2022,2,Antillano,6.9,Bajo,5.6,Medio,110.83,Bajo
13/01/2022,2,Antillano,8.25,Medio,6.15,Medio,157.92,Medio
13/01/2022,2,Antillano,7.45,Medio,5.6,Medio,119.19,Bajo
13/01/2022,2,Antillano,7.28,Bajo,5.3,Bajo,105.47,Bajo
13/01/2022,2,Antillano,7.3,Bajo,5.55,Medio,114.61,Bajo
13/01/2022,2,Antillano,6.45,Bajo,5.18,Bajo,89.39,Bajo
13/01/2022,2,Antillano,7.82,Medio,5.7,Medio,130.06,Medio
13/01/2022,2,Antillano,7.03,Bajo,5.15,Bajo,96.33,Bajo
13/01/2022,2,Antillano,6,Bajo,4.9,Bajo,74.65,Bajo
13/01/2022,2,Antillano,6.15,Bajo,4.85,Bajo,74.36,Bajo
13/01/2022,2,Antillano,8,Medio,5.6,Medio,129.67,Medio
13/01/2022,2,Antillano,7.7,Medio,5.5,Medio,120.12,Bajo
13/01/2022,2,Antillano,7.8,Medio,5.8,Medio,133.63,Medio
13/01/2022,2,Antillano,8.3,Medio,6.22,Medio,162.19,Medio
13/01/2022,2,Antillano,8,Medio,5.15,Bajo,108.83,Bajo
13/01/2022,2,Antillano,6.8,Bajo,5,Bajo,88.04,Bajo
13/01/2022,2,Antillano,7.05,Bajo,4.7,Bajo,80.17,Bajo
13/01/2022,2,Antillano,8,Medio,5.9,Medio,141.77,Medio
13/01/2022,2,Antillano,9.3,Medio,6.4,Medio,186.98,Medio
13/01/2022,2,Antillano,7.75,Medio,5.9,Medio,136.65,Medio
13/01/2022,2,Antillano,7.45,Medio,5.55,Medio,117.35,Bajo
13/01/2022,2,Antillano,7.85,Medio,5.9,Medio,138.68,Medio
13/01/2022,2,Antillano,8.1,Medio,6.05,Medio,150.24,Medio
13/01/2022,2,Antillano,6.3,Bajo,4.4,Bajo,62.71,Bajo
13/01/2022,2,Antillano,5.8,Bajo,4.7,Bajo,66.71,Bajo
13/01/2022,2,Antillano,5.75,Bajo,4.45,Bajo,59.18,Bajo
13/01/2022,2,Antillano,7.9,Medio,5.7,Medio,131.64,Medio
13/01/2022,2,Antillano,8.2,Medio,6.1,Medio,154.60,Medio
13/01/2022,2,Antillano,6.35,Bajo,5.95,Medio,94.61,Bajo
13/01/2022,2,Antillano,6.1,Bajo,5.3,Bajo,87.70,Bajo
13/01/2022,2,Antillano,9.05,Medio,6.32,Medio,177.20,Medio
13/01/2022,2,Antillano,9.42,Alto,5.96,Medio,169.12,Medio
13/01/2022,2,Antillano,6.8,Bajo,5.18,Bajo,93.62,Bajo
13/01/2022,2,Antillano,6.6,Bajo,5.11,Bajo,88.34,Bajo
13/01/2022,2,Antillano,7,Bajo,5.5,Medio,107.54,Bajo
13/01/2022,2,Antillano,7.5,Medio,5.8,Medio,127.72,Medio
13/01/2022,2,Antillano,8.3,Medio,6.15,Medio,159.03,Medio
13/01/2022,2,Antillano,6.6,Bajo,5.5,Medio,102.16,Bajo
13/01/2022,2,Antillano,5.9,Bajo,5,Bajo,76.04,Bajo
13/01/2022,2,Antillano,5.8,Bajo,5.2,Bajo,80.28,Bajo
13/01/2022,2,Antillano,6.9,Bajo,5.2,Bajo,95.85,Bajo
13/01/2022,2,Antillano,8.5,Medio,6.35,Medio,172.84,Medio
13/01/2022,2,Antillano,7.3,Bajo,5.8,Medio,123.88,Bajo
13/01/2022,2,Antillano,6.4,Bajo,5,Bajo,82.09,Bajo
13/01/2022,2,Antillano,7.15,Bajo,5.12,Bajo,97.30,Bajo
13/01/2022,2,Antillano,8.4,Medio,6.1,Medio,159.03,Medio
13/01/2022,2,Antillano,7.25,Bajo,6,Medio,132.56,Medio
13/01/2022,2,Antillano,6.6,Bajo,5.1,Bajo,88.04,Bajo
13/01/2022,2,Antillano,8,Medio,6,Medio,145.97,Medio
13/01/2022,2,Antillano,6,Bajo,5,Bajo,77.43,Bajo
13/01/2022,2,Antillano,6.15,Bajo,5.3,Bajo,88.46,Bajo
13/01/2022,2,Antillano,7.35,Bajo,5.4,Bajo,110.16,Bajo
13/01/2022,2,Antillano,7.05,Bajo,5.5,Medio,108.41,Bajo
13/01/2022,2,Antillano,6.45,Bajo,5.2,Bajo,90.01,Bajo
13/01/2022,2,Antillano,7.6,Medio,5.65,Medio,123.88,Bajo
13/01/2022,2,Antillano,7.5,Medio,6,Medio,137.63,Medio
13/01/2022,2,Antillano,5.3,Bajo,4.3,Bajo,51.44,Bajo
13/01/2022,2,Antillano,6.92,Bajo,5.25,Bajo,97.79,Bajo
13/01/2022,2,Antillano,7.2,Bajo,5.55,Medio,112.82,Bajo
13/01/2022,2,Antillano,8,Medio,5.5,Medio,121.21,Bajo
13/01/2022,2,Antillano,8,Medio,5.75,Medio,135.63,Medio
13/01/2022,2,Antillano,6.8,Bajo,6,Medio,123.75,Bajo
13/01/2022,2,Antillano,6.65,Bajo,5,Bajo,85.78,Bajo
13/01/2022,2,Antillano,6.3,Bajo,5.1,Bajo,84.68,Bajo
13/01/2022,2,Antillano,7,Bajo,5.4,Bajo,104.11,Bajo
13/01/2022,2,Antillano,6.95,Bajo,5.25,Bajo,98.28,Bajo
13/01/2022,2,Antillano,6.3,Bajo,4.9,Bajo,77.81,Bajo
13/01/2022,2,Antillano,5.8,Bajo,4.75,Bajo,67.99,Bajo
13/01/2022,2,Antillano,6.8,Bajo,5.2,Bajo,94.25,Bajo
13/01/2022,2,Antillano,6.3,Bajo,5,Bajo,80.65,Bajo
13/01/2022,2,Antillano,7.2,Bajo,5.25,Bajo,102.42,Bajo
13/01/2022,2,Antillano,6.75,Bajo,4.7,Bajo,76.05,Bajo
13/01/2022,2,Antillano,6.45,Bajo,4.8,Bajo,77.12,Bajo
13/01/2022,2,Antillano,6.75,Bajo,5.28,Bajo,96.01,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.2,Bajo,92.67,Bajo
13/01/2022,2,Antillano,6.95,Bajo,5.28,Bajo,99.26,Bajo
13/01/2022,2,Antillano,6.35,Bajo,5.15,Bajo,86.94,Bajo
13/01/2022,2,Antillano,5.85,Bajo,4.8,Bajo,69.95,Bajo
13/01/2022,2,Antillano,6.15,Bajo,5,Bajo,79.56,Bajo
13/01/2022,2,Antillano,6.15,Bajo,5.1,Bajo,82.46,Bajo
13/01/2022,2,Antillano,5.8,Bajo,4.9,Bajo,71.94,Bajo
13/01/2022,2,Antillano,6.35,Bajo,5.2,Bajo,88.46,Bajo
13/01/2022,2,Antillano,7.4,Bajo,5.8,Medio,125.79,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.2,Bajo,92.67,Bajo
13/01/2022,2,Antillano,7.38,Bajo,5.3,Bajo,107.19,Bajo
13/01/2022,2,Antillano,5.5,Bajo,4.6,Bajo,60.52,Bajo
13/01/2022,2,Antillano,6.8,Bajo,5.3,Bajo,97.47,Bajo
13/01/2022,2,Antillano,6,Bajo,4.75,Bajo,69.70,Bajo
13/01/2022,2,Antillano,6.5,Bajo,5.35,Bajo,95.55,Bajo
13/01/2022,2,Antillano,7.4,Bajo,5.75,Medio,123.88,Bajo
13/01/2022,2,Antillano,6,Bajo,4.7,Bajo,68.40,Bajo
13/01/2022,2,Antillano,8,Medio,5.9,Medio,141.77,Medio
13/01/2022,2,Antillano,7.28,Bajo,5.65,Medio,117.90,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.1,Bajo,89.56,Bajo
13/01/2022,2,Antillano,8.3,Medio,6,Medio,152.41,Medio
13/01/2022,2,Antillano,8.25,Medio,5.95,Medio,149.17,Medio
13/01/2022,2,Antillano,8.85,Medio,6,Medio,158.22,Medio
13/01/2022,2,Antillano,8,Medio,5.9,Medio,141.77,Medio
13/01/2022,2,Antillano,8,Medio,5.55,Medio,123.04,Bajo
13/01/2022,2,Antillano,8,Medio,6,Medio,145.97,Medio
13/01/2022,2,Antillano,8,Medio,5.4,Bajo,117.58,Bajo
13/01/2022,2,Antillano,7.8,Medio,5.55,Medio,123.88,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.2,Bajo,92.67,Bajo
13/01/2022,2,Antillano,6.6,Bajo,4.7,Bajo,76.42,Bajo
13/01/2022,2,Antillano,6.38,Bajo,4.38,Bajo,63.19,Bajo
13/01/2022,2,Antillano,6.1,Bajo,4.75,Bajo,71.01,Bajo
13/01/2022,2,Antillano,6.9,Bajo,4.8,Bajo,80.87,Bajo
13/01/2022,2,Antillano,5.5,Bajo,4.15,Bajo,49.76,Bajo
13/01/2022,2,Antillano,7.3,Bajo,4.9,Bajo,89.59,Bajo
13/01/2022,2,Antillano,6.15,Bajo,4.71,Bajo,70.62,Bajo
13/01/2022,2,Antillano,7,Bajo,5.4,Bajo,104.11,Bajo
13/01/2022,2,Antillano,7.12,Bajo,5.4,Bajo,106.16,Bajo
13/01/2022,2,Antillano,7.9,Medio,6,Medio,143.86,Medio
13/01/2022,2,Antillano,5.9,Bajo,4.65,Bajo,65.86,Bajo
13/01/2022,2,Antillano,6.4,Bajo,5.12,Bajo,85.63,Bajo
13/01/2022,2,Antillano,4.92,Bajo,4.35,Bajo,48.48,Bajo
13/01/2022,2,Antillano,6.4,Bajo,5.05,Bajo,83.55,Bajo
13/01/2022,2,Antillano,6.8,Bajo,5.45,Bajo,103.85,Bajo
13/01/2022,2,Antillano,6.85,Bajo,5.35,Bajo,99.92,Bajo
13/01/2022,2,Antillano,6.4,Bajo,4.85,Bajo,77.81,Bajo
13/01/2022,2,Antillano,5.4,Bajo,4.25,Bajo,50.82,Bajo
13/01/2022,2,Antillano,7.4,Bajo,5.3,Bajo,107.54,Bajo
13/01/2022,2,Antillano,7.2,Bajo,5.11,Bajo,97.79,Bajo
13/01/2022,2,Antillano,7.3,Bajo,5.35,Bajo,107.54,Bajo
13/01/2022,2,Antillano,6.5,Bajo,5,Bajo,83.55,Bajo
13/01/2022,2,Antillano,6.5,Bajo,5.11,Bajo,86.83,Bajo
13/01/2022,2,Antillano,6.35,Bajo,5.3,Bajo,91.57,Bajo
13/01/2022,2,Antillano,5.35,Bajo,4.18,Bajo,48.83,Bajo
13/01/2022,2,Antillano,5.5,Bajo,4.75,Bajo,64.19,Bajo
13/01/2022,2,Antillano,6.3,Bajo,5.35,Bajo,92.36,Bajo
13/01/2022,2,Antillano,6.65,Bajo,5.5,Medio,103.00,Bajo
13/01/2022,2,Antillano,6.8,Bajo,5.5,Medio,105.57,Bajo
13/01/2022,2,Antillano,6,Bajo,4.9,Bajo,74.65,Bajo
13/01/2022,2,Antillano,6.1,Bajo,5.3,Bajo,87.70,Bajo
13/01/2022,2,Antillano,7.2,Bajo,5.65,Medio,116.43,Bajo
13/01/2022,2,Antillano,6.5,Bajo,5,Bajo,83.55,Bajo
13/01/2022,2,Antillano,5.15,Bajo,4.75,Bajo,54.55,Bajo
13/01/2022,2,Antillano,5.6,Bajo,5.2,Bajo,68.04,Bajo
13/01/2022,2,Antillano,6.35,Bajo,5.45,Bajo,96.36,Bajo
13/01/2022,2,Antillano,6.55,Bajo,5.9,Medio,95.92,Bajo
13/01/2022,2,Antillano,6.25,Bajo,5.45,Bajo,94.75,Bajo
13/01/2022,2,Antillano,5.3,Bajo,4.38,Bajo,53.18,Bajo
13/01/2022,2,Antillano,7.22,Bajo,5.9,Medio,128.01,Medio
13/01/2022,2,Antillano,6.35,Bajo,5.4,Bajo,94.75,Bajo
13/01/2022,2,Antillano,5.7,Bajo,4.7,Bajo,65.44,Bajo
13/01/2022,2,Antillano,7.75,Medio,6.15,Medio,147.03,Medio
13/01/2022,2,Antillano,7.65,Medio,5.4,Bajo,115.52,Bajo
13/01/2022,2,Antillano,8.4,Medio,5.75,Medio,138.41,Medio
13/01/2022,2,Antillano,8.3,Medio,6.15,Medio,159.03,Medio
13/01/2022,2,Antillano,7.35,Bajo,5.4,Bajo,110.16,Bajo
13/01/2022,2,Antillano,8.05,Medio,5.92,Medio,143.65,Medio
13/01/2022,2,Antillano,7.26,Bajo,5.8,Medio,123.12,Bajo
13/01/2022,2,Antillano,5.9,Bajo,4.95,Bajo,74.65,Bajo
13/01/2022,2,Antillano,7,Bajo,5.65,Medio,114.42,Bajo
13/01/2022,2,Antillano,6,Bajo,5.32,Bajo,86.79,Bajo
13/01/2022,2,Antillano,6.25,Bajo,5.15,Bajo,85.43,Bajo
13/01/2022,2,Antillano,7.15,Bajo,5.45,Bajo,108.41,Bajo
13/01/2022,2,Antillano,6.8,Bajo,5.4,Bajo,100.75,Bajo
13/01/2022,2,Antillano,5.47,Bajo,4.38,Bajo,55.07,Bajo
13/01/2022,2,Antillano,8.88,Medio,5.25,Bajo,121.30,Bajo
13/01/2022,2,Antillano,7.4,Bajo,6,Medio,135.59,Medio
13/01/2022,2,Antillano,6.05,Bajo,4.5,Bajo,63.99,Bajo
13/01/2022,2,Antillano,5.9,Bajo,4.6,Bajo,64.61,Bajo
13/01/2022,2,Antillano,5.6,Bajo,4.35,Bajo,55.17,Bajo
13/01/2022,2,Antillano,5.4,Bajo,4.65,Bajo,60.52,Bajo
13/01/2022,2,Antillano,8.2,Medio,6.3,Medio,163.55,Medio
13/01/2022,2,Antillano,6.61,Bajo,5,Bajo,85.18,Bajo
13/01/2022,2,Antillano,7.15,Bajo,5.5,Medio,110.16,Bajo
13/01/2022,2,Antillano,6.2,Bajo,4.95,Bajo,77.81,Bajo
13/01/2022,2,Antillano,4.95,Bajo,4.4,Bajo,49.84,Bajo
13/01/2022,2,Antillano,7.4,Bajo,5.6,Medio,118.26,Bajo
13/01/2022,2,Antillano,7.6,Medio,5.1,Bajo,100.52,Bajo
13/01/2022,2,Antillano,6.5,Bajo,5.1,Bajo,86.53,Bajo
13/01/2022,2,Antillano,8.2,Medio,5.82,Medio,142.61,Medio
13/01/2022,2,Antillano,7.85,Medio,5.7,Medio,130.65,Medio
13/01/2022,2,Antillano,7.05,Bajo,5.4,Bajo,104.96,Bajo
13/01/2022,2,Antillano,6.75,Bajo,5.25,Bajo,95.05,Bajo
13/01/2022,2,Antillano,7.6,Medio,5.7,Medio,125.79,Bajo
13/01/2022,2,Antillano,7.8,Medio,5.8,Medio,133.63,Medio
13/01/2022,2,Antillano,6.5,Bajo,5,Bajo,83.55,Bajo
13/01/2022,2,Antillano,7.6,Medio,5.45,Bajo,116.43,Bajo
13/01/2022,2,Antillano,7.9,Medio,5.82,Medio,136.44,Medio
13/01/2022,2,Antillano,7.1,Bajo,5.3,Bajo,102.42,Bajo
13/01/2022,2,Antillano,9,Medio,6,Medio,161.51,Medio
13/01/2022,2,Antillano,6.75,Bajo,5.3,Bajo,96.66,Bajo
13/01/2022,2,Antillano,7.9,Medio,5.8,Medio,135.63,Medio
13/01/2022,2,Antillano,8.15,Medio,5.7,Medio,131.54,Medio
13/01/2022,2,Antillano,7.35,Bajo,5.3,Bajo,106.67,Bajo
13/01/2022,2,Antillano,7.25,Bajo,5.3,Bajo,104.96,Bajo
13/01/2022,2,Antillano,7.9,Medio,5.7,Medio,131.64,Medio
13/01/2022,2,Antillano,7.8,Medio,5.5,Medio,121.99,Bajo
13/01/2022,2,Antillano,6.8,Bajo,5.3,Bajo,97.47,Bajo
13/01/2022,2,Antillano,7.1,Bajo,5.4,Bajo,105.81,Bajo
13/01/2022,2,Antillano,7.3,Bajo,5.3,Bajo,105.81,Bajo
13/01/2022,2,Antillano,6.65,Bajo,4.82,Bajo,80.51,Bajo
13/01/2022,2,Antillano,6.05,Bajo,4.9,Bajo,75.34,Bajo
13/01/2022,2,Antillano,6.35,Bajo,5.15,Bajo,86.94,Bajo
13/01/2022,2,Antillano,5.9,Bajo,5.28,Bajo,84.09,Bajo
13/01/2022,2,Antillano,6.05,Bajo,4.5,Bajo,63.99,Bajo
13/01/2022,2,Antillano,6.4,Bajo,5.06,Bajo,83.85,Bajo
13/01/2022,2,Antillano,7.15,Bajo,5.35,Bajo,104.96,Bajo
13/01/2022,2,Antillano,6,Bajo,5.1,Bajo,80.28,Bajo
13/01/2022,2,Antillano,6.5,Bajo,5,Bajo,83.55,Bajo
13/01/2022,2,Antillano,7.15,Bajo,5.35,Bajo,104.96,Bajo
13/01/2022,2,Antillano,6.5,Bajo,5.2,Bajo,90.79,Bajo
13/01/2022,2,Antillano,5.95,Bajo,4.6,Bajo,65.23,Bajo
13/01/2022,2,Antillano,6.9,Bajo,5.2,Bajo,95.85,Bajo
13/01/2022,2,Antillano,6.45,Bajo,5,Bajo,82.82,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.35,Bajo,97.47,Bajo
13/01/2022,2,Antillano,6,Bajo,5.1,Bajo,80.28,Bajo
13/01/2022,2,Antillano,8.05,Medio,5.65,Medio,132.63,Medio
13/01/2022,2,Antillano,6.9,Bajo,5.4,Bajo,102.42,Bajo
13/01/2022,2,Antillano,6,Bajo,5,Bajo,77.43,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.25,Bajo,94.25,Bajo
13/01/2022,2,Antillano,6.15,Bajo,4.8,Bajo,73.01,Bajo
13/01/2022,2,Antillano,6.3,Bajo,5.1,Bajo,84.68,Bajo
13/01/2022,2,Antillano,7.6,Medio,5.45,Bajo,116.43,Bajo
13/01/2022,2,Antillano,7.1,Bajo,5.4,Bajo,105.81,Bajo
13/01/2022,2,Antillano,6.25,Bajo,4.9,Bajo,77.12,Bajo
13/01/2022,2,Antillano,6.4,Bajo,4.96,Bajo,80.94,Bajo
13/01/2022,2,Antillano,6.1,Bajo,4.7,Bajo,69.70,Bajo
13/01/2022,2,Antillano,6.05,Bajo,4.55,Bajo,65.23,Bajo
13/01/2022,2,Antillano,7.35,Bajo,5.5,Medio,113.71,Bajo
13/01/2022,2,Antillano,6.1,Bajo,5,Bajo,78.85,Bajo
13/01/2022,2,Antillano,6,Bajo,5.15,Bajo,81.73,Bajo
13/01/2022,2,Antillano,6.25,Bajo,5.1,Bajo,83.94,Bajo
13/01/2022,2,Antillano,6.9,Bajo,5.15,Bajo,94.25,Bajo
13/01/2022,2,Antillano,6.7,Bajo,5.1,Bajo,89.56,Bajo
13/01/2022,2,Antillano,5.7,Bajo,4.8,Bajo,67.99,Bajo
13/01/2022,2,Antillano,6.55,Bajo,4.82,Bajo,79.08,Bajo
13/01/2022,2,Antillano,9,Medio,6.25,Medio,172.78,Medio
13/01/2022,2,Antillano,7.35,Bajo,5.6,Medio,117.35,Bajo
13/01/2022,2,Antillano,8.35,Medio,5.9,Medio,149.17,Medio
13/01/2022,2,Antillano,5.5,Bajo,4.3,Bajo,52.97,Bajo
13/01/2022,2,Antillano,5.75,Bajo,4.3,Bajo,55.74,Bajo
13/01/2022,2,Antillano,7.6,Medio,5.35,Bajo,112.82,Bajo
13/01/2022,2,Antillano,7.2,Bajo,5.62,Medio,115.34,Bajo
13/01/2022,2,Antillano,6.75,Bajo,5.4,Bajo,101.32,Bajo
13/01/2022,2,Antillano,5.6,Bajo,4.95,Bajo,70.61,Bajo
13/01/2022,2,Antillano,6.95,Bajo,5.25,Bajo,98.28,Bajo
13/01/2022,2,Antillano,7.05,Bajo,4.95,Bajo,90.34,Bajo
13/01/2022,2,Antillano,9.1,Medio,5.75,Medio,152.84,Medio
13/01/2022,2,Antillano,6.75,Bajo,5.6,Medio,108.18,Bajo
13/01/2022,2,Antillano,6.1,Bajo,5.2,Bajo,84.68,Bajo
13/01/2022,2,Antillano,6.2,Bajo,4.95,Bajo,77.81,Bajo
13/01/2022,2,Antillano,6.82,Bajo,5.15,Bajo,92.99,Bajo
13/01/2022,2,Antillano,8.3,Medio,6,Medio,152.41,Medio
13/01/2022,2,Antillano,8.5,Medio,6.2,Medio,165.84,Medio
13/01/2022,2,Antillano,7.7,Medio,5.75,Medio,129.67,Medio
13/01/2022,2,Antillano,6.35,Bajo,5.2,Bajo,88.46,Bajo
13/01/2022,2,Antillano,6.25,Bajo,4.8,Bajo,74.36,Bajo
13/01/2022,2,Antillano,7.7,Medio,5.6,Medio,123.88,Bajo
13/01/2022,2,Antillano,7,Bajo,5.72,Medio,116.99,Bajo
13/01/2022,2,Antillano,6.6,Bajo,4.65,Bajo,75.04,Bajo
13/01/2022,2,Antillano,8.12,Medio,5.96,Medio,146.82,Medio
13/01/2022,2,Antillano,8.88,Medio,6.4,Medio,184.44,Medio
13/01/2022,2,Antillano,6.91,Bajo,5.2,Bajo,96.01,Bajo
13/01/2022,2,Antillano,7.2,Bajo,5.18,Bajo,100.09,Bajo
13/01/2022,2,Antillano,7.55,Medio,6.12,Medio,143.66,Medio
13/01/2022,2,Antillano,7.6,Medio,6.2,Medio,148.14,Medio
13/01/2022,2,Antillano,7.75,Medio,6.1,Medio,144.91,Medio
13/01/2022,2,Antillano,7.7,Medio,5.9,Medio,135.63,Medio
13/01/2022,2,Antillano,6,Bajo,5,Bajo,77.43,Bajo
13/01/2022,2,Antillano,7.3,Bajo,5.7,Medio,120.12,Bajo
13/01/2022,2,Antillano,7.9,Medio,6.35,Medio,161.44,Medio
13/01/2022,2,Antillano,7.22,Bajo,5.9,Medio,128.01,Medio
13/01/2022,2,Antillano,7.5,Medio,5.8,Medio,127.72,Medio
13/01/2022,2,Antillano,6.05,Bajo,4.65,Bajo,67.76,Bajo
13/01/2022,2,Antillano,7.75,Medio,5.5,Medio,121.05,Bajo
13/01/2022,2,Antillano,7,Bajo,5.55,Medio,109.28,Bajo
13/01/2022,2,Antillano,7.65,Medio,6,Medio,138.68,Medio
13/01/2022,2,Antillano,6.31,Bajo,5.3,Bajo,90.94,Bajo
13/01/2022,2,Antillano,7.3,Bajo,5.66,Medio,118.63,Bajo
13/01/2022,2,Antillano,5.65,Bajo,4.85,Bajo,68.64,Bajo
13/01/2022,2,Antillano,6.9,Bajo,5.55,Medio,109.06,Bajo
13/01/2022,2,Antillano,6.6,Bajo,5.3,Bajo,95.55,Bajo
13/01/2022,2,Antillano,5.8,Bajo,4.55,Bajo,62.16,Bajo
13/01/2022,2,Antillano,7,Bajo,5.1,Bajo,94.25,Bajo
